State,County,White,Black,Hispanic,Asian,Native.American.Alaska.Native
Georgia,Greene County,56.6,38.2,5.6,0.3,0.3
Georgia,Haralson County,92.8,4.7,1.1,0.5,0.2
Georgia,Houston County,63.3,28.6,6.1,2.4,0.3
Georgia,Jefferson County,42.6,54.4,3.1,0.4,0.1
Georgia,Long County,62.4,25.2,12.3,0.8,0.6
Georgia,Macon County,35.1,60.6,3.6,1.3,0.3
Georgia,Monroe County,73.3,23.7,2,0.8,0.3
Georgia,Oconee County,88.4,5,4.4,3.1,0.1
Georgia,Pickens County,95.7,1.1,2.8,0.4,0.3
Texas,Deaf Smith County,77.8,1.2,67.3,0.3,0.9
Texas,Denton County,75,8.4,18.2,6.6,0.7
Texas,Dickens County,84,4.1,29,0.9,1.6
Texas,Donley County,89.9,4.5,8.4,0.2,0.5
Texas,Eastland County,89.9,1.8,14.4,0.3,0.7
Texas,Ellis County,78.6,9,23.5,0.6,0.6
Texas,Falls County,60.6,25.3,20.8,0.3,0.6
Texas,Fisher County,86.7,3.4,25.1,0.2,0.5
Texas,Foard County,90.6,4,14,0.4,0.2
Texas,Freestone County,73.1,16.1,13.6,0.3,0.7
Virginia,Northampton County,57.9,36.5,7.1,0.7,0.2
Virginia,Nottoway County,56.6,39.3,3.8,0.3,0.4
Virginia,Orange County,82.4,12.7,3.4,0.7,0.3
Virginia,Pittsylvania County,75.5,22.1,2.1,0.3,0.2
Virginia,Prince George County,61.1,32,5.8,1.5,0.6
Wisconsin,Marinette County,97.1,0.3,1.3,0.5,0.6
Wisconsin,Oneida County,96.6,0.4,1.1,0.5,0.9
Wisconsin,Ozaukee County,94.9,1.4,2.3,1.7,0.2
Wisconsin,Pepin County,98.2,0.3,1,0.2,0.3
Wisconsin,Pierce County,96.6,0.6,1.5,0.7,0.4
Wisconsin,Portage County,94.2,0.5,2.6,2.8,0.4
Wisconsin,Racine County,79.7,11.1,11.5,1.1,0.4
Wisconsin,Richland County,97.3,0.5,2,0.5,0.3
Wisconsin,Sauk County,94.5,0.6,4.3,0.5,1.2
Wisconsin,Sawyer County,79.3,0.5,1.6,0.3,16.7
Alabama,Washington County,65.5,24.9,0.9,0.1,8
Alaska,Fairbanks North Star Borough,77,4.5,5.8,2.7,7
Alaska,Southeast Fairbanks Census Area,80.4,1.1,3.3,0.9,11.5
Arkansas,Yell County,86.7,1.4,19.1,1.3,0.7
California,Colusa County,64.7,0.9,55.1,1.3,2
California,Inyo County,74.1,0.6,19.4,1.3,11.4
California,Merced County,58,3.9,54.9,7.4,1.4
California,Plumas County,89,1,8,0.7,2.7
California,San Joaquin County,51,7.6,38.9,14.4,1.1
California,Sierra County,93.3,0.2,8.3,0.4,1.4
Georgia,Putnam County,67.9,26,6.3,0.5,0.2
Georgia,Schley County,73,23.3,3.2,0.7,0
Georgia,Stewart County,28,47.3,24,0.7,0.2
Georgia,Telfair County,57,36.5,12.3,0.6,0.2
Georgia,Treutlen County,65.2,32.6,1.5,0.2,0.2
Georgia,Walton County,80.1,15.6,3.2,1.1,0.3
Kansas,Clark County,92.4,0,7.4,0.8,0.6
Kansas,Coffey County,96.5,0.5,2,0.4,0.7
Kansas,Comanche County,96.5,0.3,3.9,0.3,0.2
Kansas,Douglas County,84.5,3.9,5.1,3.7,2.7
Kansas,Finney County,77,2.3,46.7,3.4,0.9
Kansas,Gray County,93.4,0.4,14.2,0.2,0.5
Kansas,Haskell County,85.5,0.3,27,0.2,0.7
Kansas,Kearny County,87.3,0.6,28.5,0.3,1
Kansas,Lane County,95.2,0.5,4.2,0.2,0.8
Kansas,Lyon County,83.5,2.4,20.1,2.3,0.7
Kansas,Mitchell County,98,0.2,1.1,0.3,0.4
Kansas,Neosho County,94.1,1.2,4.2,0.5,1.1
Kansas,Osage County,96.9,0.3,2,0.2,0.7
Kansas,Pratt County,94.1,1.2,5.4,0.3,0.6
Virginia,Richmond County,64.8,30.3,5.5,0.4,0.4
Virginia,Roanoke County,90,5,2.1,2.7,0.1
Virginia,Rockingham County,93.3,1.7,5.3,0.6,0.3
Virginia,Shenandoah County,93,1.7,6.1,0.5,0.2
Virginia,Surry County,51.3,46.1,1.2,0.3,0.3
Virginia,Sussex County,39.3,58.1,2.2,0.4,0.2
Virginia,Washington County,97,1.3,1.3,0.4,0.2
Virginia,Westmoreland County,65.9,28,5.7,0.6,0.4
Virginia,York County,76.4,13.4,4.4,4.9,0.4
Virginia,Chesapeake city,62.6,29.8,4.4,2.9,0.4
Virginia,Covington city,84.1,12.5,1.5,0.6,0.3
Virginia,Fairfax city,69.6,4.7,15.8,15.2,0.5
Wisconsin,Sheboygan County,89.9,1.5,5.5,4.6,0.4
Wisconsin,Taylor County,97.9,0.3,1.5,0.3,0.2
Wisconsin,Walworth County,91.9,1,10.3,0.8,0.3
Wisconsin,Waukesha County,93.3,1.3,4.1,2.7,0.3
Wisconsin,Waushara County,93.9,1.9,5.4,0.4,0.5
Wyoming,Albany County,90.1,1.2,8.8,2.8,0.7
Wyoming,Carbon County,88.8,0.7,16.8,0.7,1
Wyoming,Fremont County,74.3,0.3,5.6,0.4,21.2
Wyoming,Johnson County,96.5,0.2,3.2,0.4,1.1
Wyoming,Lincoln County,95.4,0.2,4.3,0.3,0.8
Wyoming,Sublette County,93.2,0.3,6.9,0.5,0.8
California,Tulare County,60.1,1.6,60.6,3.4,1.6
Colorado,Bent County,79.2,7.6,30.5,1,2.4
Colorado,Clear Creek County,95.3,0.6,4.7,0.6,0.8
Colorado,Custer County,95.3,1,4.7,0.4,0.7
Colorado,El Paso County,79.8,6.2,15.1,2.7,1
Colorado,Grand County,93.5,0.4,7.5,0.8,0.5
Colorado,Hinsdale County,95.1,0.4,2.8,0.4,1.1
Colorado,Jefferson County,88.4,1.1,14.3,2.6,0.9
Colorado,Kit Carson County,88.5,2.7,19,0.4,0.7
Colorado,Mineral County,97.3,0.3,2.9,0.1,0.6
Colorado,Otero County,78.5,0.8,40.3,0.8,1.8
Colorado,Rio Grande County,78.3,0.4,42.4,0.4,1.8
Colorado,Summit County,89.7,0.8,14.2,1,0.3
Connecticut,Litchfield County,93.9,1.3,4.5,1.5,0.2
Florida,Bradford County,76.4,20.4,3.6,0.5,0.3
Kansas,Rice County,91.4,1.3,10.1,0.4,0.7
Kansas,Saline County,87.6,3.3,9.7,2.1,0.5
Kansas,Sheridan County,96.8,0.1,3.3,0.2,0.4
Kansas,Sumner County,94.1,1,4.5,0.2,1.2
Kansas,Wyandotte County,54.6,25.2,26.4,2.5,0.8
Kentucky,Anderson County,95.5,2,1.3,0.5,0.1
Kentucky,Ballard County,94.7,2.9,1.1,0.2,0.2
Kentucky,Boyd County,94.7,2.8,1.4,0.5,0.2
Kentucky,Campbell County,94.3,2.5,1.7,0.8,0.1
Kentucky,Clark County,92.2,4.8,2.5,0.4,0.1
Kentucky,Crittenden County,97.7,0.8,0.5,0.2,0.4
Kentucky,Floyd County,98.2,0.7,0.6,0.2,0.1
Kentucky,Green County,95.7,2,1.4,0.2,0.4
Kentucky,Hardin County,80.5,11.6,5,2,0.5
Kentucky,Jessamine County,92.9,3.1,2.8,1,0.3
Kentucky,Larue County,93.9,3.1,2.8,0.2,0.3
Kentucky,Lincoln County,95.2,2.3,1.5,0.2,0.2
Virginia,Prince William County,57.8,20.2,20.3,7.5,0.6
Virginia,Galax city,85.8,6.2,14,0.5,0.1
Virginia,Lexington city,85.2,9.7,3.8,2.2,0.1
Virginia,Manassas city,61.7,13.7,31.4,5,0.6
Virginia,Manassas Park city,55.9,13,32.5,9,0.4
Virginia,Norfolk city,47.1,43.1,6.6,3.3,0.5
Virginia,Petersburg city,16.1,79.1,3.8,0.8,0.3
Virginia,Radford city,87,7.8,2.3,1.6,0.2
Virginia,Staunton city,83.7,12.1,2.2,0.8,0.2
Virginia,Virginia Beach city,67.7,19.6,6.6,6.1,0.4
Virginia,Winchester city,74.5,10.9,15.4,2.3,0.4
Washington,Benton County,82.4,1.3,18.7,2.7,0.9
Washington,Clark County,85.4,2,7.6,4.1,0.9
Wyoming,Sweetwater County,88.5,1,15.3,0.8,1
Wyoming,Teton County,88.4,0.2,15,1.1,0.5
Puerto Rico,Adjuntas Municipio,93.1,3.1,99.6,0,0.3
Puerto Rico,Aguas Buenas Municipio,72.5,12.6,99.5,0.1,0.6
Puerto Rico,Aí±asco Municipi,82,7.2,99.2,0.1,0.4
Puerto Rico,Arroyo Municipio,53.5,32.5,99.1,0.2,0.9
Utah,Sanpete County,90.4,0.8,9.4,0.5,1.1
Utah,Summit County,90.5,0.4,11.5,1.2,0.3
Utah,Uintah County,86.6,0.4,7.1,0.5,7.7
Utah,Washington County,89.7,0.6,9.8,0.7,1.4
Vermont,Bennington County,96.6,0.8,1.4,0.7,0.3
Vermont,Chittenden County,92.5,2.1,1.8,2.8,0.3
Vermont,Franklin County,95.6,0.4,1.2,0.5,1
Florida,Clay County,81.8,9.9,7.7,2.9,0.5
Florida,DeSoto County,66.2,12.7,29.9,0.5,0.4
Florida,Gadsden County,35.9,56,9.5,0.5,0.3
Florida,Hamilton County,59.8,34.5,8.8,0.5,0.6
Florida,Leon County,63,30.3,5.6,2.9,0.3
Florida,Manatee County,81.9,8.7,14.9,1.6,0.3
Florida,Martin County,87.3,5.4,12.2,1.1,0.6
Florida,Pasco County,88.2,4.5,11.7,2.1,0.4
Florida,Seminole County,78.2,11.1,17.1,3.7,0.3
Florida,Walton County,87.8,5.8,5.3,0.9,0.9
Georgia,Ben Hill County,59.2,34.6,5.8,0.7,0.3
Georgia,Bryan County,80.2,14.2,4.4,1.6,0.3
Kentucky,McCreary County,91.4,5.5,2.1,0.1,0.7
Kentucky,Marshall County,98.3,0.2,1.1,0.3,0.2
Kentucky,Menifee County,96.5,1.8,0.8,0.1,0.1
Kentucky,Nicholas County,97.9,0.6,1.4,0.2,0.1
Kentucky,Oldham County,91,4.3,3.5,1.3,0.3
Kentucky,Owsley County,98.7,0.3,0.8,0,0.3
Kentucky,Pulaski County,96.1,1.2,2.1,0.5,0.2
Kentucky,Scott County,89.9,5.2,4.2,0.9,0.3
Kentucky,Warren County,83.6,9.1,4.5,2.8,0.3
Kentucky,Wolfe County,98.8,0.1,0.6,0,0.3
Louisiana,Assumption Parish,66.8,30.5,2.1,0.2,0.6
Louisiana,Caldwell Parish,81.1,17.2,2.2,0.2,0.2
Louisiana,East Baton Rouge Parish,48.8,45.3,3.7,2.8,0.2
Louisiana,Evangeline Parish,69,28.3,2.3,0.3,0.3
Louisiana,La Salle Parish,85.2,11.9,2.2,0.2,1
Louisiana,Natchitoches Parish,54.3,41.4,1.9,0.3,1
Washington,Columbia County,93,0.3,6.2,0.6,1.4
Washington,Douglas County,79.6,0.3,28.7,0.7,1.1
Washington,Garfield County,93.8,0,4,1.7,0.3
Washington,Island County,86.1,2.2,5.5,4.4,0.8
Washington,Jefferson County,91,0.8,2.8,1.6,2.3
Washington,Kittitas County,89.3,0.9,7.6,2,1
Washington,Klickitat County,87.7,0.2,10.7,0.6,2.4
Vermont,Lamoille County,96.7,0.6,1.3,0.5,0.4
Vermont,Orange County,97,0.4,1,0.5,0.3
Vermont,Washington County,96.1,0.7,1.7,0.8,0.3
Vermont,Windham County,95.3,0.9,1.8,1,0.3
Virginia,Alleghany County,93.2,4.7,1.1,0.2,0.2
Virginia,Appomattox County,77.5,20.1,1.1,0.2,0.2
Virginia,Arlington County,71.7,8.5,15.1,9.6,0.5
Virginia,Augusta County,93.4,4,2.1,0.5,0.2
Virginia,Bland County,95.5,3.3,0.6,0.3,0
Virginia,Brunswick County,40.4,57.3,1.7,0.3,0.2
Virginia,Campbell County,82.1,14.2,1.7,1,0.3
Virginia,Charles City County,40.9,48.4,1.2,0.3,7.1
Georgia,Catoosa County,93.6,2.2,2.3,1.2,0.3
Georgia,Clinch County,67.4,27.7,3.5,0.2,0.6
Georgia,Dade County,96,0.9,1.8,0.7,0.4
Georgia,Dooly County,45.6,49.9,5.8,0.6,0.1
Georgia,Early County,48.4,49.6,1.6,0.3,0.4
Georgia,Forsyth County,85.4,2.6,9.4,6.2,0.3
Arizona,Apache County,23.3,0.2,5.8,0.3,72.9
Arizona,Gila County,76.8,0.4,17.9,0.5,14.8
Arizona,Pima County,74.3,3.5,34.6,2.6,3.3
Arkansas,Bradley County,60.3,27.6,13.2,0.2,0.5
Arkansas,Cleburne County,96.8,0.3,2,0.2,0.5
Arkansas,Cross County,75.5,22.2,1.5,0.5,0.3
Arkansas,Dallas County,55.2,41.9,2.3,0.1,0.4
Louisiana,Red River Parish,59,39.5,1.1,0.1,0.4
Louisiana,St. Tammany Parish,83.6,11.4,4.7,1.3,0.5
Iowa,Clay County,96.5,0.4,2.9,0.6,0.2
Iowa,Clayton County,97.8,0.3,1.7,0.2,0.1
Iowa,Dallas County,92.2,1.4,6.1,2.5,0.2
Iowa,Des Moines County,91,5.1,2.6,0.7,0.2
Iowa,Greene County,97.6,0.3,1.8,0.3,0.3
Iowa,Hancock County,96.6,0.5,3.5,0.4,0.1
Iowa,Humboldt County,96,0.4,3.6,0.3,0.2
Iowa,Jasper County,96.7,1.3,1.5,0.4,0.3
Iowa,Louisa County,90.2,0.5,15.8,0.9,0.3
Iowa,Mitchell County,98.6,0.2,1,0.3,0.1
Iowa,Palo Alto County,97.8,0.5,1.6,0.3,0.2
Iowa,Poweshiek County,94.9,1.2,2.4,1.4,0.3
Iowa,Shelby County,97.9,0.3,1.8,0.4,0.2
Iowa,Wapello County,92.1,1.4,9.1,0.7,0.5
Iowa,Webster County,92.3,3.8,3.8,0.6,0.3
Iowa,Wright County,94.8,0.4,9.6,0.2,0.2
Washington,Pacific County,87.4,0.4,8,2,2.3
Washington,Pend Oreille County,91.6,0.4,3,0.6,3.8
Washington,Skagit County,83.4,0.7,16.9,1.8,2.2
Washington,Stevens County,89.4,0.3,2.7,0.5,5.5
Washington,Thurston County,82.4,2.7,7.1,5.2,1.4
Washington,Walla Walla County,84.5,1.8,19.7,1.3,1
Virginia,Charlotte County,67.3,29.8,1.9,0.2,0.3
Virginia,Chesterfield County,68.3,21.9,7.2,3.3,0.4
Virginia,Craig County,98.7,0.1,0.7,0.2,0.2
Virginia,Dickenson County,98.8,0.3,0.5,0.1,0.2
Virginia,Fauquier County,85.3,8.2,6.4,1.3,0.4
Virginia,Franklin County,88.5,8.1,2.5,0.4,0.3
Virginia,Frederick County,89.3,4.1,6.6,1.2,0.3
Virginia,Gloucester County,87.2,8.7,2.5,0.8,0.4
Virginia,Greensville County,38.5,59.8,1.4,0.3,0.2
Virginia,Henry County,72.9,21.9,4.7,0.4,0.2
Virginia,James City County,80.3,13.1,4.5,2.2,0.3
Arkansas,Greene County,96.4,0.6,2.1,0.3,0.5
Arkansas,Izard County,95.8,1.3,1.5,0.3,0.8
Arkansas,Lincoln County,66.6,29.9,3.2,0.2,0.3
Arkansas,Monroe County,56.3,40.9,1.6,0.4,0.4
Arkansas,Pike County,90,2.9,6.4,0.5,0.6
Arkansas,Prairie County,86.4,12.2,0.9,0.1,0.3
Arkansas,Sharp County,96,0.5,1.7,0.3,1
Georgia,Webster County,54,42.3,3.5,0.3,0
Georgia,White County,95.1,1.7,2.4,0.5,0.5
Georgia,Wilcox County,61.7,35.1,3.7,0.5,0.2
Hawaii,Kalawao County,26.7,0,1.1,7.8,0
Idaho,Bannock County,89.8,0.8,6.7,1.3,3.2
Idaho,Canyon County,83,0.6,23.9,0.8,1.1
Idaho,Elmore County,82.2,2.7,15.2,2.8,1
Kansas,Brown County,85.1,1.2,3.1,0.3,9.3
Kansas,Cheyenne County,97.7,0.1,5.2,0.7,0.2
Michigan,Gratiot County,90.6,5.5,5.4,0.3,0.5
Michigan,Houghton County,94.5,0.5,1.1,2.9,0.6
Michigan,Ingham County,76.2,11.8,7.3,5.2,0.6
Michigan,Iosco County,96.4,0.5,1.6,0.5,0.7
Michigan,Lapeer County,95.5,1,4.1,0.3,0.5
Michigan,Mecosta County,93.7,2.5,1.7,0.7,0.6
Michigan,Montcalm County,94.3,2.3,3.1,0.4,0.5
Michigan,Ogemaw County,97.1,0.2,1.4,0.4,0.7
Michigan,Oscoda County,97.7,0.2,0.9,0.1,0.6
Michigan,Saginaw County,74.6,19,7.8,1.1,0.4
Michigan,Van Buren County,86.7,4.1,10.2,0.4,0.9
Minnesota,Becker County,88.4,0.4,1.2,0.4,7.6
Minnesota,Brown County,97.5,0.2,3.3,0.6,0.1
Minnesota,Clay County,92.7,1.4,3.5,1.4,1.4
Minnesota,Freeborn County,93.2,0.7,8.8,0.8,0.2
Arizona,Navajo County,49.3,0.9,10.8,0.5,43.4
Arizona,Santa Cruz County,73.5,0.4,82.8,0.5,0.7
Arizona,Yavapai County,89.3,0.6,13.6,0.8,1.7
Arkansas,Baxter County,96.9,0.2,1.7,0.4,0.6
Arkansas,Benton County,82.6,1.3,15.5,2.9,1.7
Arkansas,Chicot County,41.2,54.1,4.6,0.5,0.2
Arkansas,Cleveland County,85.8,12.2,1.7,0.1,0.3
Arkansas,Craighead County,81.2,13.1,4.4,1.1,0.4
Illinois,Christian County,96.6,1.4,1.4,0.5,0.1
Illinois,Clinton County,93.4,3.5,2.8,0.4,0.2
Nevada,Clark County,60.9,10.5,29.1,8.7,0.7
Nevada,Lander County,84,0.3,21.1,0.4,4.2
Nevada,Lyon County,85,0.8,14.8,1.4,2.5
Nevada,Nye County,85.9,2,13.6,1.3,1.6
Nevada,Washoe County,76.9,2.3,22.2,5.2,1.7
New Hampshire,Carroll County,97.5,0.3,1,0.6,0.3
North Dakota,McIntosh County,98.1,0.2,1.4,0.4,0.4
North Dakota,Morton County,93.6,0.4,1.5,0.2,3.6
North Dakota,Oliver County,97.3,0.2,1,0.2,1.5
North Dakota,Ramsey County,87.7,0.4,1.2,0.4,8.7
North Dakota,Sioux County,12.6,0.2,2,0.1,84.1
North Dakota,Ward County,90.3,2.5,3,0.9,2.6
North Dakota,Williams County,92.1,0.3,1.9,0.4,4
Ohio,Ashtabula County,92.7,3.5,3.4,0.4,0.2
Pennsylvania,Northumberland County,95.4,2,2.4,0.4,0.2
Pennsylvania,Schuylkill County,94.4,2.7,2.8,0.5,0.1
Pennsylvania,Union County,87.7,7.4,5.2,1.2,0.4
Pennsylvania,Westmoreland County,95.3,2.3,0.9,0.7,0.1
Rhode Island,Bristol County,95.7,0.8,2,1.4,0.2
Arizona,La Paz County,69.8,0.6,23.5,0.5,12.8
Illinois,Cook County,55.4,24.8,24,6.2,0.4
South Carolina,Anderson County,80.1,16,2.9,0.8,0.3
South Carolina,Beaufort County,71.9,19.3,12.1,1.2,0.3
New Hampshire,Coos County,96.9,0.4,1.2,0.5,0.4
South Carolina,Dorchester County,67.8,25.8,4.4,1.5,0.7
South Carolina,Florence County,54.9,41.3,2.2,1.2,0.3
South Carolina,Georgetown County,63.2,33.6,3.1,0.5,0.2
South Carolina,Lee County,33.4,64.3,1.7,0.3,0.3
South Carolina,Marion County,40.6,55.9,2.4,0.5,0.4
South Carolina,Oconee County,87.8,7.6,4.5,0.6,0.2
Ohio,Clermont County,95.9,1.2,1.5,1,0.2
South Carolina,York County,74.8,19,4.5,1.5,0.9
South Dakota,Bon Homme County,89.8,1,1.8,0.1,7.1
South Dakota,Buffalo County,14.8,0.2,1.8,0.1,84
South Dakota,Campbell County,98.3,0.1,1.4,0.3,0.3
South Dakota,Corson County,29.7,0.1,2.6,0.3,67
South Dakota,Deuel County,97.5,0.3,2,0.1,0.3
South Dakota,Grant County,97.1,0.1,2.3,0.3,0.5
South Dakota,Gregory County,89.6,0.2,0.9,0.3,7.5
South Dakota,Lawrence County,94.4,0.4,2.5,0.7,2
Rhode Island,Washington County,93.8,1.2,2.4,1.6,0.9
South Dakota,McPherson County,98.2,0,1,0.2,0
South Dakota,Minnehaha County,88.1,3.8,4.1,1.5,2.5
South Dakota,Perkins County,96.9,0.1,0.7,0.1,1.3
South Dakota,Roberts County,61.7,0.1,1.2,0.2,34.5
South Dakota,Tripp County,83.1,0.1,1.1,0.2,14
South Dakota,Yankton County,92.8,1.5,2.7,0.5,2.5
Tennessee,Campbell County,97.7,0.3,1.2,0.3,0.3
South Carolina,Charleston County,64.2,29.8,5.4,1.3,0.3
Tennessee,Cumberland County,96.8,0.3,2.3,0.4,0.3
Tennessee,Dickson County,91.8,4.1,3.2,0.5,0.3
Tennessee,Dyer County,82,14.3,2.6,0.5,0.2
Tennessee,Giles County,86.4,10.2,1.6,0.4,0.3
Tennessee,Hamilton County,73.9,20.2,4.5,1.8,0.3
Tennessee,Hardin County,93.7,3.4,1.9,0.4,0.3
Tennessee,Henry County,89.2,8,1.7,0.3,0.3
Tennessee,Jefferson County,94.5,2,3.1,0.4,0.3
Tennessee,Johnson County,96.2,2.1,1.5,0.2,0.2
South Carolina,Union County,66.6,31.3,1,0.3,0.2
Tennessee,McMinn County,91.7,4,2.8,0.7,0.3
Tennessee,Marion County,93.9,3.6,1.3,0.4,0.4
Tennessee,Meigs County,96.5,1,1.5,0.2,0.5
Tennessee,Monroe County,93.6,2.1,3.3,0.3,0.5
Tennessee,Perry County,95.8,1.5,1.7,0.2,0.6
Tennessee,Putnam County,92,2,5.3,1.2,0.4
Tennessee,Robertson County,87.4,7.4,5.9,0.5,0.4
Tennessee,Sequatchie County,96,0.1,3.3,0.3,0.4
Tennessee,Shelby County,40.6,52.1,5.6,2.3,0.2
Tennessee,Sullivan County,95.1,2.1,1.5,0.6,0.3
Tennessee,Wayne County,92.3,5.7,1.6,0.2,0.3
South Dakota,Lincoln County,96.1,0.7,1.2,1,0.5
Oklahoma,Kay County,80.2,2.1,6.4,0.5,9.6
Oklahoma,Le Flore County,75.1,2.1,6.9,0.5,12.3
Oklahoma,McCurtain County,67.1,8.7,4.7,0.3,15.1
Oklahoma,Murray County,78,1.3,4.9,0.4,12.1
Oklahoma,Nowata County,69,2,2.3,0.1,19.1
Oklahoma,Okmulgee County,65.8,8.7,3.2,0.3,16.3
Oklahoma,Osage County,66,11.4,2.9,0.3,14.4
Oklahoma,Rogers County,75.3,1,3.7,1.1,13.1
Oklahoma,Stephens County,85.1,1.9,6.2,0.5,5.1
Tennessee,Cocke County,95.1,1.9,1.8,0.3,0.4
Oklahoma,Woods County,88.4,3.3,4.8,0.9,2.4
Oregon,Baker County,94.6,0.4,3.3,0.5,1.1
Oregon,Clatsop County,90.9,0.5,7.7,1.2,1
Oregon,Curry County,92,0.3,5.4,0.7,1.9
Texas,San Patricio County,85.9,1.7,54.4,0.8,0.6
Tennessee,Lauderdale County,62,34.9,2,0.2,0.6
Texas,Taylor County,79.4,7.4,22.1,1.6,0.7
Texas,Terrell County,84.1,0.7,47.5,0.4,0.9
Texas,Tyler County,82.4,11,6.8,0.2,0.5
Texas,Val Verde County,85,1.5,80.2,0.5,0.5
Oregon,Jackson County,88.7,0.7,10.7,1.2,1.2
Oregon,Klamath County,85.9,0.7,10.4,0.9,4.1
Oregon,Lane County,88.3,1,7.4,2.4,1.2
Oregon,Linn County,90.6,0.5,7.8,1,1.3
Oregon,Morrow County,77.7,0.5,31.3,0.9,1.2
Oklahoma,Jackson County,72.8,7.5,20.9,1.2,1.8
Oregon,Tillamook County,91.5,0.3,9,0.9,1
Oregon,Wallowa County,96,0.4,2.2,0.3,0.6
Texas,Jefferson County,52.2,33.8,17,3.4,0.5
Texas,Kendall County,90.7,0.5,20.4,0.6,0.6
Texas,Kenedy County,87.5,1.2,76.7,0.2,1.4
Oklahoma,Texas County,75.7,1.6,42,1.6,1.3
Texas,Liberty County,77.2,10.8,18,0.5,0.6
Texas,Lipscomb County,86.2,0.8,30.5,0.3,1.1
Texas,Webb County,88,0.5,95.7,0.6,0.4
Texas,Wilbarger County,78.2,8,25.9,0.7,1.1
Texas,Winkler County,73.7,2.2,53.8,0.2,1
Texas,Yoakum County,74.5,0.9,58.7,0.4,0.7
Utah,Beaver County,89,0.2,10.8,1.1,1.1
Utah,Box Elder County,91.8,0.3,8.3,0.9,0.8
Utah,Emery County,93.9,0.2,6,0.3,0.7
Utah,Kane County,95.7,0.2,3.7,0.4,1.5
Oregon,Yamhill County,85.4,0.9,14.7,1.5,1.5
Pennsylvania,Allegheny County,81.5,13.2,1.6,2.8,0.1
Texas,Grayson County,83.9,5.9,11.3,0.9,1.5
Texas,Hardeman County,85.5,5.9,21.5,0.3,0.6
Texas,Harris County,56.6,18.9,40.8,6.2,0.7
Texas,Hood County,92.6,0.5,10.2,0.6,0.7
Texas,Houston County,67,26,10,0.4,0.4
Texas,Hudspeth County,78.8,1.4,79.6,0.5,1.1
Oregon,Multnomah County,76.5,5.6,10.9,6.5,1.1
Texas,Matagorda County,71.2,11.4,38.3,2,0.7
Texas,Montague County,93.2,0.3,9.8,0.3,0.9
Texas,Newton County,76.9,20.1,2.8,0.4,0.6
Texas,Parmer County,77.6,1.2,60,0.2,1
Texas,Pecos County,79.4,3.7,67.3,0.5,0.8
Texas,Reagan County,77.1,2.1,60.9,0.2,0.6
Texas,Red River County,76.5,17.4,6.6,0.2,1
Indiana,Hancock County,95.2,2.1,1.7,0.8,0.2
Texas,Lamar County,79.3,13.5,6.5,0.6,1.4
Indiana,Jefferson County,95.2,1.7,2.3,0.7,0.2
Indiana,Knox County,94.9,2.6,1.5,0.6,0.2
Indiana,Lake County,64.4,25.9,16.7,1.2,0.3
Indiana,Miami County,91.8,4.5,2.5,0.3,0.9
Indiana,Morgan County,97.7,0.3,1.2,0.4,0.3
Indiana,Orange County,97,0.9,1,0.3,0.3
Indiana,Perry County,96,2.4,1,0.4,0.2
Kentucky,Pike County,98,0.5,0.7,0.5,0.1
Kentucky,Russell County,96.5,0.5,3.3,0.2,0.3
Kentucky,Simpson County,87.3,9.4,1.9,0.7,0.2
Kentucky,Trimble County,96.4,0.3,2.5,0.4,0.4
Utah,Iron County,90.7,0.5,7.7,0.8,2.2
Texas,Martin County,84.7,1.6,43.5,0.3,0.6
Louisiana,Acadia Parish,79.5,18.1,1.7,0.2,0.3
Louisiana,Avoyelles Parish,67,29.5,1.4,0.3,1.2
Louisiana,Bossier Parish,72.2,20.9,6,1.6,0.5
Louisiana,Caddo Parish,49,47.2,2.4,1.1,0.4
Minnesota,Cook County,88.1,0.3,1.1,0.5,8.6
Minnesota,Goodhue County,94.6,1,2.9,0.6,1.2
Texas,Starr County,96.1,0.1,95.7,0.2,0.1
Indiana,Harrison County,97.4,0.5,1.5,0.4,0.2
Minnesota,Jackson County,95.8,0.5,2.7,1.4,0.2
Minnesota,Lake County,97.7,0.1,0.7,0.3,0.5
Minnesota,Marshall County,96.6,0.3,3.6,0.2,0.5
Michigan,Cheboygan County,93.5,0.5,0.8,0.3,3
Indiana,Rush County,97.4,0.8,1.1,0.3,0.2
Indiana,St. Joseph County,78.7,12.7,7.3,1.9,0.4
Indiana,Spencer County,96.9,0.5,2.5,0.3,0.2
Indiana,Tippecanoe County,84,4,7.5,6.2,0.3
Kentucky,Union County,85.5,12,1.6,0.3,0.2
Indiana,Wabash County,96.6,0.5,2.1,0.4,0.7
Indiana,Washington County,98.1,0.2,1.1,0.3,0.2
Indiana,Wayne County,90.2,5,2.6,0.8,0.2
Iowa,Allamakee County,96,0.8,5.3,0.2,0.3
Iowa,Buchanan County,97.8,0.3,1.2,0.4,0.2
Iowa,Carroll County,97.3,0.4,1.6,0.4,0.1
Louisiana,Concordia Parish,57.4,40.9,1,0.2,0.3
Louisiana,East Feliciana Parish,53.2,44.9,1,0.3,0.3
Minnesota,Houston County,97.6,0.5,0.7,0.5,0.2
Louisiana,Lafourche Parish,79.4,13.2,3.8,0.7,2.8
Minnesota,Nobles County,75.8,3.5,22.5,5.5,0.5
Minnesota,Pine County,91.9,2,2.4,0.4,3.1
Minnesota,Polk County,93.3,0.9,5.4,0.7,1.4
