State,County,White,Black,Hispanic,Asian,Native.American.Alaska.Native
Illinois,Vermilion County,82.5,13,4.2,0.7,0.2
Illinois,Washington County,97.7,0.7,1.3,0.3,0.1
Illinois,Whiteside County,92.2,1.3,11,0.5,0.3
Illinois,Will County,76,11.2,15.6,4.6,0.3
Indiana,Adams County,97,0.3,4.1,0.2,0.2
Indiana,Blackford County,97.7,0.4,0.9,0.1,0.2
Indiana,Boone County,95.3,0.9,2.2,1.7,0.2
Indiana,Carroll County,96.8,0.2,3.5,0.1,0.2
Indiana,Clay County,97.8,0.3,1.1,0.2,0.2
Indiana,Crawford County,97.4,0.2,1.2,0.2,0.4
Indiana,Decatur County,97.3,0.3,1.7,0.7,0.2
Idaho,Fremont County,89.5,0.3,12.8,0.2,0.7
Idaho,Gooding County,80.7,0.2,28.1,0.5,0.8
Idaho,Jerome County,80,0.3,31,0.3,1.3
Idaho,Kootenai County,94.5,0.3,3.8,0.7,1.3
Idaho,Lewis County,90.3,0.4,3.3,0.4,4.7
Idaho,Madison County,93.9,0.5,5.9,0.9,0.3
Idaho,Nez Perce County,90.1,0.3,2.8,0.7,5.6
Idaho,Oneida County,96.7,0.2,2.9,0.5,0.5
Idaho,Power County,75.1,0.3,29.8,0.4,2.3
Idaho,Shoshone County,95.4,0.2,3,0.4,1.4
Idaho,Valley County,95.8,0.1,3.9,0.4,0.7
Illinois,Alexander County,60.9,35.4,1.9,0.2,0.3
Kentucky,Harlan County,96.1,2.2,0.7,0.3,0.1
Kentucky,Harrison County,95.7,2,1.8,0.2,0.2
Kentucky,Henry County,93.7,2.7,2.9,0.2,0.2
Kentucky,Hickman County,88.4,9.2,1.2,0.2,0.2
Kentucky,Jackson County,98.9,0.1,0.6,0.1,0.2
Kentucky,Johnson County,98.4,0.2,0.5,0.4,0.1
Kentucky,Knott County,98.3,0.7,0.6,0.1,0.1
Kentucky,Laurel County,97,0.7,1.2,0.5,0.3
Kentucky,Leslie County,98.8,0.2,0.4,0.1,0.1
Kentucky,Lewis County,98.9,0.3,0.6,0.1,0.2
Kentucky,Lyon County,93,5.3,0.9,0.3,0.1
Kentucky,McCracken County,85,11,2.1,0.8,0.2
Kentucky,McLean County,97.6,0.6,1.1,0.1,0.2
Kentucky,Marion County,88.1,8.1,2.4,0.6,0.2
Kentucky,Mason County,90.3,6.4,1.4,0.6,0.2
Michigan,Otsego County,96.9,0.3,1.2,0.4,0.7
Michigan,Ottawa County,90.1,1.5,8.6,2.6,0.4
Michigan,Presque Isle County,97.6,0.4,0.9,0.3,0.7
Michigan,St. Clair County,93.9,2.4,2.9,0.5,0.4
Michigan,St. Joseph County,90.6,2.6,6.6,0.7,0.5
Michigan,Tuscola County,96.1,1.1,2.8,0.3,0.5
Michigan,Wayne County,52.3,40.5,5.2,2.5,0.4
Minnesota,Aitkin County,95.6,0.4,0.9,0.2,2.4
Minnesota,Beltrami County,75.1,0.6,1.5,0.7,20.3
Minnesota,Blue Earth County,92.8,2.7,2.5,2,0.3
Minnesota,Carlton County,89.7,1.4,1.4,0.5,5.9
Massachusetts,Worcester County,85.6,4.2,9.4,4,0.2
Michigan,Alger County,86.3,6.4,1.2,0.3,4.1
Michigan,Allegan County,92.9,1.2,6.7,0.6,0.6
Michigan,Bay County,94.1,1.6,4.7,0.5,0.5
Michigan,Benzie County,96.1,0.4,1.7,0.3,1.4
Montana,Ravalli County,95.9,0.2,3,0.5,0.9
Nebraska,Saunders County,97.2,0.3,2,0.4,0.3
Nebraska,Scotts Bluff County,87.4,0.6,21.1,0.6,2.1
Nebraska,Sheridan County,84.6,0.2,3.1,0.3,11.3
Nebraska,Thayer County,97.9,0.2,1.5,0.3,0.2
Nebraska,Thurston County,40.4,0.2,2.7,0.1,57.1
Nebraska,Webster County,96,0.5,3.5,0.3,0.2
Nebraska,York County,95,1.2,4.1,0.4,0.4
Nevada,Elko County,79.4,0.8,22.9,0.9,5.3
Nevada,Esmeralda County,84.4,0,15.3,0.4,4.2
Nevada,Humboldt County,79,0.5,24.4,0.7,4.2
Nevada,Lincoln County,91.1,2.3,6.2,0.7,1.1
Nevada,Storey County,92.1,1,5.7,1.6,1.6
Virginia,Falls Church city,79.9,4.3,9,9.4,0.3
Kentucky,Hancock County,97.3,0.9,1.1,0.2,0.3
Kentucky,Mercer County,92.8,3.6,2.3,0.4,0.2
New Hampshire,Belknap County,96.6,0.5,1.2,1.2,0.2
New Hampshire,Grafton County,93.6,0.9,1.8,3,0.4
New Hampshire,Hillsborough County,90.4,2.1,5.3,3.2,0.2
New Hampshire,Rockingham County,95.5,0.7,2.1,1.7,0.2
New Jersey,Atlantic County,65.4,16.1,16.8,7.5,0.4
New Jersey,Cape May County,89.8,4.7,6.2,0.9,0.2
New Jersey,Essex County,42.6,40.9,20.3,4.6,0.4
Minnesota,Cass County,85.9,0.2,1.2,0.3,11.2
New Jersey,Hunterdon County,91.4,2.7,5.2,3.3,0.1
New Jersey,Morris County,82.6,3.1,11.5,9,0.2
New Jersey,Ocean County,91,3.2,8.3,1.7,0.2
New Jersey,Salem County,79.8,14.1,6.8,0.8,0.4
New Jersey,Union County,61.3,22.1,27.3,4.6,0.4
New Mexico,Catron County,89.8,0.4,19,0.2,2.7
New Mexico,Colfax County,83.8,0.5,47.2,0.4,1.5
Mississippi,Lowndes County,54,43.5,1.5,0.7,0.2
Mississippi,Madison County,57,38.2,2.9,2.1,0.2
Mississippi,Monroe County,67.7,30.9,1,0.2,0.2
Mississippi,Newton County,63.2,30.2,1.3,0.2,5
Mississippi,Pearl River County,84,12.3,2.9,0.4,0.6
Mississippi,Pike County,46.4,51.5,1.2,0.6,0.3
Mississippi,Prentiss County,84.3,13.8,1.2,0.1,0.2
Mississippi,Rankin County,77.3,18.8,2.7,1.1,0.2
Mississippi,Scott County,53.3,37.5,10.7,0.2,0.3
Mississippi,Simpson County,62.8,35.1,1.4,0.3,0.2
Mississippi,Smith County,75.8,22.9,1.2,0.1,0.1
Mississippi,Sunflower County,25.4,72.9,1.4,0.3,0.2
Mississippi,Tallahatchie County,38.9,56.4,5.6,0.8,0.3
Mississippi,Tippah County,80,15.9,4.4,0.2,0.2
Mississippi,Tishomingo County,94.5,2.6,2.8,0.1,0.2
Mississippi,Walthall County,53.4,44.5,1.5,0.2,0.4
Mississippi,Wayne County,59.3,38.9,1.2,0.2,0.2
Mississippi,Wilkinson County,28.7,70.8,0.4,0,0.1
Mississippi,Yalobusha County,60.5,37.9,1.2,0.2,0.3
Missouri,Andrew County,97.4,0.4,1.7,0.4,0.3
Nevada,Carson City,81.1,1.9,21.3,2.1,2.4
Missouri,Barton County,95,0.4,1.9,0.2,1.1
Missouri,Bates County,96.6,0.9,1.6,0.2,0.6
Missouri,Buchanan County,89.1,5.2,5.2,0.8,0.4
Missouri,Callaway County,92,4.6,1.6,0.6,0.5
Missouri,Carroll County,96.6,1.7,1.3,0.1,0.2
Missouri,Chariton County,96.7,2,0.5,0.1,0.2
Missouri,Clay County,87.5,5.2,5.9,2.1,0.5
Missouri,Cole County,84.4,11.2,2.4,1.3,0.3
Missouri,Dade County,96,0.4,1.5,0.3,0.9
Missouri,Daviess County,98,0.3,1,0.1,0.4
Missouri,Douglas County,97.1,0.2,0.8,0.2,0.6
Missouri,Gasconade County,97.9,0.2,1,0.3,0.2
Missouri,Gentry County,98.4,0.3,0.5,0.3,0.2
Missouri,Grundy County,96.9,0.6,1.7,0.4,0.4
Missouri,Hickory County,97,0.3,0.9,0.2,0.7
New Jersey,Hudson County,54,13.2,42.2,13.4,0.6
North Carolina,Beaufort County,68.2,25.6,6.6,0.3,0.4
North Carolina,Brunswick County,83,11.4,5.2,0.5,0.7
North Carolina,Burke County,84.4,6.6,5.1,3.5,0.4
North Carolina,Camden County,82.1,13.2,2.2,1.5,0.3
North Carolina,Catawba County,81.7,8.4,8.4,3.5,0.3
North Carolina,Chatham County,76,13.2,13,1.1,0.5
North Carolina,Cherokee County,93.6,1.3,2.5,0.5,1.3
North Carolina,Chowan County,62,34.3,3.2,0.4,0.3
North Carolina,Craven County,70,22.4,6.1,2,0.5
North Carolina,Davie County,87.5,6.3,6.1,0.6,0.4
Kansas,Norton County,94.5,2.9,4.2,0.5,0.2
Mississippi,Panola County,49.4,48.6,1.4,0.2,0.2
North Carolina,Edgecombe County,38.8,57.4,3.7,0.2,0.3
North Carolina,Franklin County,66,26.7,7.9,0.5,0.5
North Carolina,Gaston County,78.2,15.3,5.9,1.2,0.4
North Carolina,Granville County,60.4,32.8,7.5,0.5,0.6
North Carolina,Halifax County,40,53.2,2.1,0.7,3.8
North Carolina,Haywood County,95.5,1.1,3.4,0.4,0.5
North Carolina,Hoke County,45.3,33.5,12.4,1,9.6
North Carolina,Jackson County,83.2,1.8,5.1,0.9,9.4
North Carolina,Johnston County,74.2,15.1,12.9,0.6,0.6
North Carolina,Lee County,66.9,20,18.3,0.8,0.7
North Carolina,Lenoir County,53.4,40.5,6.6,0.4,0.4
North Carolina,McDowell County,90.6,3.8,5.3,0.8,0.4
North Carolina,Mecklenburg County,55.3,30.8,12.2,4.6,0.5
North Carolina,New Hanover County,79.1,14.8,5.3,1.2,0.5
Missouri,Barry County,92.1,0.3,7.7,1.3,0.9
North Carolina,Orange County,74.4,11.9,8.2,6.7,0.4
North Carolina,Pasquotank County,56.7,37.8,4,1.1,0.3
North Carolina,Perquimans County,72.1,24.9,2.1,0.3,0.3
North Carolina,Pitt County,58.9,34.1,5.5,1.6,0.3
North Carolina,Richmond County,60.2,30.6,5.9,0.9,2.5
North Carolina,Rowan County,76.5,16.2,7.7,1,0.3
North Carolina,Stanly County,83.6,10.9,3.6,1.8,0.3
North Carolina,Stokes County,92.9,4,2.6,0.3,0.3
North Carolina,Surry County,88.1,3.7,9.7,0.5,0.3
North Carolina,Tyrrell County,54.5,38.2,5.4,1.8,0.4
North Carolina,Wayne County,58.8,31.4,9.9,1.2,0.4
North Carolina,Wilkes County,90.6,4.1,5.4,0.4,0.2
North Carolina,Yancey County,95.2,0.8,4.6,0.2,0.4
North Carolina,Avery County,91.9,4,4.5,0.3,0.4
North Dakota,Bottineau County,95.1,0.4,1.3,0.2,2.1
North Dakota,Bowman County,97.9,0.1,2.5,0.1,0.6
North Dakota,Burleigh County,93,0.6,1.2,0.5,4.2
North Dakota,Dickey County,96.5,0.7,1.9,0.4,0.6
North Dakota,Eddy County,95.2,0.2,2.2,0.3,2.4
North Dakota,Emmons County,98.5,0.1,1,0.2,0.4
North Dakota,Grant County,97.2,0,0.3,0.1,1.1
North Dakota,Griggs County,98.8,0.3,0.4,0.2,0.3
North Dakota,Logan County,98.4,0.1,0.6,0.3,0.5
North Dakota,McKenzie County,75.3,0.1,2.2,0.3,22.2
North Dakota,Mercer County,95.6,0.2,1.4,0.3,2.3
North Dakota,Nelson County,97.2,0.3,1.1,0.1,1
North Dakota,Renville County,97.9,0.1,1,0.2,0.4
North Carolina,Duplin County,57.2,25.3,20.6,0.3,0.5
North Dakota,Sargent County,98,0.1,1.3,0.2,0.5
North Dakota,Sheridan County,96.7,0.3,1.2,0.2,1.1
North Dakota,Stark County,95.2,0.8,1.9,1.2,1
North Dakota,Stutsman County,95.6,0.7,1.7,0.5,1.4
North Dakota,Traill County,96.2,0.5,2.6,0.3,0.8
North Dakota,Walsh County,93.5,0.2,8.7,0.3,1.5
Ohio,Adams County,97.7,0.3,0.9,0.1,0.4
Ohio,Ashland County,97.3,0.7,0.9,0.5,0.2
Ohio,Belmont County,94,4,0.6,0.4,0.1
Ohio,Butler County,86,7.3,4,2.4,0.2
Ohio,Carroll County,97.8,0.5,0.8,0.2,0.3
Ohio,Clark County,86.3,8.8,2.8,0.6,0.3
Ohio,Columbiana County,95.5,2.2,1.2,0.3,0.2
Ohio,Crawford County,97.2,0.9,1.2,0.4,0.1
North Carolina,Northampton County,39.2,58.4,1.4,0.2,0.5
Ohio,Darke County,97.8,0.4,1.2,0.3,0.2
Ohio,Fairfield County,90.2,6,1.7,1.1,0.2
Ohio,Franklin County,69.2,21.2,4.8,3.9,0.2
Ohio,Fulton County,94.9,0.4,7.8,0.4,0.3
Ohio,Harrison County,95.9,2.1,0.5,0.1,0.1
Ohio,Highland County,96.5,1.4,0.7,0.2,0.3
Ohio,Huron County,94.9,1,5.6,0.3,0.2
Ohio,Jackson County,97.1,0.6,0.8,0.3,0.4
Ohio,Lawrence County,95.9,2,0.7,0.4,0.2
Ohio,Lorain County,84.8,8.6,8.4,0.9,0.3
Ohio,Mahoning County,79.9,15.7,4.7,0.7,0.2
Ohio,Medina County,96.1,1.2,1.6,1,0.1
Ohio,Mercer County,97.4,0.2,1.5,0.4,0.2
North Dakota,Benson County,43.4,0,1.2,0,55
Ohio,Montgomery County,73.9,20.9,2.3,1.7,0.2
Ohio,Morrow County,97.7,0.3,1.1,0.3,0.1
Ohio,Perry County,97.9,0.3,0.5,0.1,0.2
Ohio,Pickaway County,94.5,3.4,1.1,0.4,0.2
Ohio,Portage County,92.3,4.1,1.3,1.4,0.2
Ohio,Preble County,97.6,0.4,0.6,0.4,0.2
Ohio,Richland County,87.5,9.4,1.4,0.6,0.2
Ohio,Sandusky County,91.2,2.8,8.9,0.3,0.2
Ohio,Stark County,88.7,7.6,1.6,0.7,0.3
Ohio,Summit County,80.6,14.4,1.6,2.2,0.2
Ohio,Union County,92.9,2.4,1.3,2.7,0.2
Ohio,Vinton County,97.9,0.3,0.5,0.2,0.4
Ohio,Williams County,95.9,1,3.7,0.6,0.2
Ohio,Wyandot County,96.9,0.2,2.2,0.6,0.2
Oklahoma,Atoka County,73.8,3.7,2.9,0.4,13.8
Oklahoma,Blaine County,79.7,2.6,24.1,0.2,8
Oklahoma,Bryan County,76.2,1.5,5,0.5,12.9
Oklahoma,Canadian County,83.1,2.5,6.7,3,4.8
Oklahoma,Cherokee County,52.3,1.3,6.3,0.6,34
Oklahoma,Cimarron County,84.7,0.2,20.8,0.3,0.8
Oklahoma,Cotton County,81.3,2.1,5.6,0.2,8.9
Oklahoma,Dewey County,89.1,0.3,4.8,0.7,5.8
Oklahoma,Grady County,85.8,2.4,4.6,0.4,5.4
New Mexico,Harding County,86.9,0.3,43,0,1.2
New Mexico,Hidalgo County,85.3,0.6,56.6,0.5,0.8
New Mexico,Los Alamos County,87.8,0.6,14.7,6,0.8
New Mexico,Luna County,77.7,1.1,61.5,0.5,1.3
New Mexico,Otero County,72.7,3.5,34.5,1.2,6.7
New Mexico,Rio Arriba County,51.6,0.5,71.3,0.4,16
New Mexico,Roosevelt County,76.9,1.8,39.9,0.9,1.3
New Mexico,San Juan County,51.6,0.6,19.1,0.4,36.6
New Mexico,Santa Fe County,76.2,0.9,50.6,1.2,3.1
New Mexico,Sierra County,85.6,0.4,28,0.4,1.7
New Mexico,Torrance County,76.1,1.3,39.1,0.4,2.3
New York,Albany County,78.2,12.7,4.9,4.8,0.2
New York,Broome County,88,4.8,3.4,3.5,0.2
New York,Cayuga County,92.5,4,2.4,0.5,0.4
New York,Chemung County,88.7,6.6,2.5,1.2,0.3
New York,Clinton County,92.5,3.9,2.5,1.1,0.3
New York,Cortland County,95.1,1.5,2.2,0.8,0.3
New York,Dutchess County,80.1,9.9,10.5,3.5,0.3
Ohio,Monroe County,98.1,0.4,0.4,0.1,0.1
New York,Franklin County,84.2,6.1,2.9,0.4,7.4
New York,Fulton County,95.3,1.9,2.3,0.6,0.2
New York,Greene County,90.3,5.7,4.9,0.8,0.3
New York,Hamilton County,97.3,0.7,1.1,0.5,0.2
New York,Kings County,42.8,34.3,19.8,10.5,0.5
New York,Livingston County,93.8,2.4,2.8,1.2,0.3
New York,Monroe County,76.1,15.2,7.3,3.3,0.3
New York,Nassau County,73,11.1,14.6,7.6,0.2
New York,Niagara County,88.5,6.9,2.2,0.8,1.1
New York,Orange County,77.2,10.2,18,2.4,0.5
New York,Orleans County,89.8,5.9,4.1,0.4,0.6
New Mexico,Quay County,86.1,1.1,42.4,1,1.2
New York,Putnam County,90.7,2.4,11.7,1.9,0.2
New York,Rockland County,73.2,11.9,15.7,6.2,0.3
New York,St. Lawrence County,93.9,2.2,1.9,1,1
New York,Schuyler County,97.1,0.9,1.3,0.3,0.3
New York,Suffolk County,80.8,7.4,16.5,3.4,0.4
New York,Tioga County,96.9,0.7,1.4,0.7,0.2
New York,Ulster County,86.7,6,8.7,1.7,0.3
New York,Wayne County,92.9,3.1,3.7,0.5,0.3
North Dakota,Richland County,95,0.7,1.7,0.5,2
Pennsylvania,Bucks County,89.2,3.6,4.3,3.8,0.2
Pennsylvania,Cameron County,98.3,0.3,0.4,0.3,0.3
Pennsylvania,Clinton County,96.5,1.6,1.1,0.5,0.1
Pennsylvania,Cumberland County,90.9,3.2,2.7,3,0.2
Pennsylvania,Delaware County,72.5,19.7,3,4.7,0.2
Pennsylvania,Erie County,88.2,7.2,3.4,1.1,0.2
Pennsylvania,Fayette County,93.3,4.6,0.8,0.3,0.1
Pennsylvania,Greene County,94.6,3.3,1.2,0.3,0.2
Pennsylvania,Huntingdon County,92.5,5.2,1.6,0.4,0.1
Pennsylvania,Juniata County,96.8,0.6,2.5,0.3,0.1
New York,Oswego County,96.3,0.8,2.1,0.6,0.4
Pennsylvania,Lawrence County,93.8,3.8,1,0.4,0.1
Pennsylvania,Luzerne County,90.7,3.4,6.7,1,0.2
Pennsylvania,Monroe County,77.2,13.2,13.1,2.1,0.3
Pennsylvania,Montgomery County,81.1,8.7,4.3,6.4,0.1
Pennsylvania,Philadelphia County,41,43.4,12.3,6.3,0.5
Pennsylvania,Pike County,88.6,5.8,9,1,0.3
Pennsylvania,Snyder County,96.9,1.1,1.7,0.5,0.1
Pennsylvania,Somerset County,96,2.4,1.1,0.3,0.1
Pennsylvania,Susquehanna County,98,0.4,1.3,0.3,0.1
Pennsylvania,Venango County,97.1,1,0.9,0.4,0.2
New York,Westchester County,68.1,14.6,21.8,5.4,0.4
Pennsylvania,Wayne County,94.2,3.1,3.4,0.5,0.2
Pennsylvania,York County,88.5,5.6,5.6,1.2,0.2
Rhode Island,Kent County,93.4,1.4,3.2,2,0.3
Rhode Island,Newport County,90.2,3.5,4.2,1.6,0.4
South Carolina,Abbeville County,69.6,28.3,1,0.3,0.2
South Carolina,Aiken County,69.6,24.6,4.9,0.8,0.4
South Carolina,Barnwell County,52.6,44.3,1.8,0.6,0.4
Pennsylvania,Lancaster County,88.6,3.7,8.6,1.9,0.2
South Carolina,Chester County,59.8,37.4,1.4,0.3,0.4
South Carolina,Chesterfield County,62.8,32.6,3.6,0.4,0.5
South Carolina,Colleton County,57,39,2.8,0.3,0.8
South Carolina,Darlington County,55.9,41.6,1.7,0.3,0.3
South Carolina,Edgefield County,58.6,37.2,5.2,0.4,0.2
South Carolina,Jasper County,43,46,15.1,0.7,0.5
South Carolina,Kershaw County,71.3,24.6,3.7,0.5,0.3
South Carolina,Lancaster County,71.5,23.8,4.4,0.6,0.3
South Carolina,Lexington County,79.3,14.3,5.5,1.4,0.4
South Carolina,Marlboro County,41.4,50.9,2.8,0.3,4.5
South Carolina,Orangeburg County,34.3,62.2,1.9,0.8,0.5
Pennsylvania,Washington County,94.1,3.3,1.1,0.6,0.1
South Carolina,Saluda County,61.1,26.3,14.4,0.2,0.4
South Carolina,Sumter County,48.2,46.9,3.3,1.1,0.4
South Carolina,Williamsburg County,31.8,65.8,2,0.4,0.3
South Dakota,Bennett County,33.7,0.1,2,0.4,61.5
South Dakota,Brookings County,93.2,0.8,2,2.7,0.9
South Dakota,Butte County,94.2,0.2,3,0.2,1.9
South Dakota,Clark County,98.1,0.2,1.7,0.1,0.1
South Dakota,Clay County,91.1,1.3,2,1.7,3.1
South Dakota,Custer County,94.2,0.2,2.2,0.4,2.9
South Dakota,Day County,88.1,0.1,1.1,0.2,9.5
South Dakota,Douglas County,96.6,0.4,0.8,0.1,1.8
South Dakota,Fall River County,88.6,0.7,2.2,0.4,7.1
South Dakota,Haakon County,94.7,0.2,0.9,0.4,1.9
South Dakota,Hanson County,98.6,0,0.5,0.3,0.3
South Carolina,Calhoun County,53.9,42.6,3,0.2,0.3
South Dakota,Hutchinson County,97.4,0.4,1.6,0.2,0.7
South Dakota,Hyde County,89.1,0.1,1.1,0.2,8.5
South Dakota,Jerauld County,97,0,4.1,0.2,0.2
South Dakota,Jones County,95.6,0.1,1.3,0,2
South Dakota,Lyman County,58.3,0.1,1.1,0.3,38.2
South Dakota,Meade County,92,1.3,3,0.6,2.3
South Dakota,Mellette County,39.7,0.1,1.5,0.2,54.1
South Dakota,Moody County,81,0.5,1.7,1.1,14
South Dakota,Sanborn County,98,0,1.2,0.2,0.3
South Dakota,Shannon County,2.9,0,2.2,0.1,96
South Dakota,Stanley County,90,0.3,0.7,0.1,6.6
South Dakota,Todd County,9.6,0.2,2.4,0.2,88.1
South Dakota,Union County,95.5,0.7,2.1,0.9,0.6
South Dakota,Ziebach County,21.8,0.2,3.1,0.1,74.9
South Carolina,Richland County,47.3,45.9,4.8,2.2,0.3
Tennessee,Carter County,96.4,1.3,1.5,0.3,0.2
Tennessee,Cheatham County,95.6,1.4,2.3,0.4,0.3
Tennessee,Claiborne County,96.9,0.9,0.8,0.5,0.3
Tennessee,Coffee County,92,3.5,3.8,0.9,0.3
Tennessee,Davidson County,61.4,27.7,9.8,3,0.3
Tennessee,DeKalb County,92.7,1.3,6.6,0.3,0.2
Tennessee,Fentress County,98.1,0.2,1.1,0.2,0.2
Tennessee,Gibson County,78.5,18.8,2,0.2,0.2
Tennessee,Greene County,95,2,2.5,0.4,0.2
Tennessee,Grundy County,97.7,0.3,0.8,0.2,0.5
Tennessee,Hardeman County,56.4,41.4,1.4,0.5,0.2
Tennessee,Haywood County,45.9,50.4,3.8,0.1,0.2
Tennessee,Henderson County,89.2,7.9,1.9,0.3,0.2
Tennessee,Houston County,95.1,2.3,1.5,0.3,0.3
Tennessee,Jackson County,97.8,0.3,1.4,0.1,0.5
South Dakota,Harding County,95.9,0.1,1.6,0.1,1.5
Tennessee,Lewis County,95.8,1.6,1.8,0.4,0.3
Tennessee,Lincoln County,89.4,6.8,2.7,0.4,0.5
Tennessee,McNairy County,91.8,5.9,1.5,0.2,0.2
Tennessee,Macon County,96,0.4,4.1,0.2,0.4
Tennessee,Maury County,82.4,12.5,4.8,0.6,0.3
Tennessee,Montgomery County,71,19.1,8,2.1,0.6
Tennessee,Obion County,85.9,10.6,3.1,0.2,0.2
Tennessee,Pickett County,98.3,0.1,1.3,0.1,0.2
Tennessee,Rhea County,93.4,1.9,3.7,0.4,0.4
Tennessee,Rutherford County,78.2,12.5,6.7,3,0.4
Tennessee,Sevier County,93.7,0.8,5.3,0.9,0.4
Tennessee,Stewart County,94.6,1.4,1.9,1,0.6
Tennessee,Carroll County,86.8,10.1,2.1,0.2,0.4
Tennessee,Unicoi County,95.8,0.2,3.8,0.2,0.2
Tennessee,Van Buren County,98.1,0.4,0.9,0.1,0.3
Tennessee,Warren County,89.5,2.9,8.1,0.5,0.3
Oklahoma,Jefferson County,84.4,0.6,8.5,0.3,6.2
Oklahoma,Latimer County,70.2,0.7,2.6,0.3,20.4
Oklahoma,Logan County,81,9.1,5.2,0.5,3.3
Oklahoma,Love County,78.8,1.8,11.8,0.5,6.2
Oklahoma,McIntosh County,70.3,3.2,1.9,0.3,18.5
Oklahoma,Marshall County,73.8,1.5,14,0.2,9.7
Oklahoma,Muskogee County,59.8,11.3,5.2,0.6,17.5
Oklahoma,Okfuskee County,64.4,8.3,2.9,0.2,19.7
Oklahoma,Pawnee County,80.6,0.7,2,0.3,11.6
Tennessee,Lake County,70.1,27.7,1.7,0.1,0.3
Oklahoma,Pittsburg County,73.6,3.3,3.9,0.4,13.8
Oklahoma,Pottawatomie County,76.3,2.9,4.1,0.6,12.9
Oklahoma,Roger Mills County,89.8,0.4,4.5,0.3,5.8
Oklahoma,Sequoyah County,66.5,1.7,3.4,0.5,20.8
Oklahoma,Tulsa County,69.2,10.7,11,2.3,6
Oklahoma,Wagoner County,75.7,3.7,4.8,1.4,10
Oklahoma,Washita County,88.3,0.7,8.1,0.2,3
Oregon,Benton County,87.1,0.9,6.4,5.2,0.7
Oregon,Clackamas County,88.2,0.8,7.7,3.7,0.8
Oregon,Coos County,89.8,0.4,5.4,1,2.5
Oregon,Crook County,92.7,0.2,7,0.5,1.4
Tennessee,Tipton County,77.8,18.7,2.1,0.6,0.4
Texas,Refugio County,80.5,6.5,47.2,0.4,0.6
Texas,Robertson County,67.7,21.6,18,0.6,0.6
Texas,Rusk County,72.2,17.7,14.3,0.4,0.5
Texas,San Jacinto County,82.2,10.3,10.9,0.5,0.6
Texas,Scurry County,78.7,4.7,36.3,0.3,0.6
Texas,Shackelford County,93.1,0.9,10.1,0.3,0.6
Texas,Shelby County,68.6,17.4,16.4,0.3,0.3
Texas,Smith County,70.1,17.9,17.2,1.2,0.5
Texas,Sterling County,88.6,1.2,31.9,0,2
Texas,Sutton County,88.7,0.4,59.6,0.2,0.4
Texas,Swisher County,75.1,7.2,40.1,0.1,0.9
Texas,Throckmorton County,94.8,0.7,9.3,0.4,0.7
Texas,Tom Green County,81.7,4,35.7,1,0.8
Texas,Travis County,69.3,8.5,33.5,5.8,0.8
Texas,Upton County,75,1.9,49,0,1.7
Texas,Van Zandt County,90.9,2.7,9.2,0.3,0.9
Oklahoma,Payne County,81.9,3.6,3.9,3.5,4.7
Oregon,Gilliam County,95.2,0.2,4.7,0.2,1
Oregon,Harney County,91.9,0.3,4,0.5,3.1
Oregon,Hood River County,83.1,0.5,29.5,1.4,0.8
Oregon,Josephine County,92.4,0.4,6.3,0.8,1.4
Oregon,Lincoln County,87.7,0.4,7.9,1.1,3.5
Oregon,Malheur County,77.5,1.2,31.5,1.7,1.2
Oregon,Sherman County,93.4,0.2,5.6,0.2,1.6
Oregon,Umatilla County,79.1,0.8,23.9,0.9,3.5
Oregon,Douglas County,92.4,0.3,4.7,1,1.8
Texas,Jeff Davis County,90.2,1,33.7,0.3,0.6
Texas,Jim Wells County,87.2,0.6,79,0.4,0.7
Texas,Jones County,71.2,11.6,24.8,0.4,0.6
Texas,Kaufman County,79.1,10.4,17,0.9,0.7
Texas,Kimble County,91.5,0.4,23.4,0.4,0.8
Texas,Kinney County,88.6,1.5,55.7,0.3,0.7
Texas,Kleberg County,79.9,3.7,70.2,2.3,0.6
Texas,Lampasas County,85.3,3.2,17.5,1,0.9
Texas,Lavaca County,86,6.8,16,0.3,0.3
Texas,Lee County,78.9,10.9,22.4,0.3,0.6
Texas,Limestone County,69,17.5,19.1,0.4,0.5
Texas,Victoria County,79.5,6.4,43.9,1,0.6
Texas,Waller County,58.5,24.9,29,0.5,0.8
Texas,Washington County,74.2,17.6,13.8,1.3,0.3
Texas,Wheeler County,82.6,2.1,24.8,0.4,0.8
Texas,Wichita County,77.1,10.5,16.6,2,1.1
Texas,Willacy County,85.8,2.1,87.2,0.6,0.3
Texas,Wood County,88.7,4.7,8.5,0.4,0.7
Texas,Zapata County,93.6,0.1,93.3,0.2,0.3
Utah,Carbon County,92.3,0.4,12.4,0.6,1.2
Utah,Daggett County,95.9,0.4,3.1,0.4,0.8
Utah,Duchesne County,89.2,0.2,6,0.3,4.5
Utah,Grand County,89,0.3,9.6,0.8,4.1
Utah,Juab County,95.9,0.2,3.7,0.2,0.9
Texas,Anderson County,66.1,21.1,15.9,0.5,0.4
Oregon,Wasco County,86.1,0.4,14.8,0.8,4.4
Oregon,Washington County,76.6,1.8,15.7,8.6,0.7
Pennsylvania,Adams County,93.7,1.5,6,0.7,0.2
Pennsylvania,Beaver County,91.2,6.3,1.2,0.4,0.1
Texas,Hale County,70.8,5.3,55.9,0.4,1
Texas,Hamilton County,92.9,0.5,10.1,0.4,0.8
